#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
W_L_144125;http://en.wikipedia.org/wiki/Mahmud_of_Ghazni;http://fr.wikipedia.org/wiki/Mahmoud_de_Ghazn%C3%AE;http://de.wikipedia.org/wiki/Mahmud_von_Ghazni;;http://es.wikipedia.org/wiki/Mahmud_de_Gazni;;;;;;;;;x
W_L_144126;http://en.wikipedia.org/wiki/Muhammad_of_Ghazni;;;;;;;;;;;;;x
W_L_144127;http://en.wikipedia.org/wiki/Mas%27ud_I_of_Ghazni;http://fr.wikipedia.org/wiki/Mas%C3%BBd_de_Ghazn%C3%AE;http://de.wikipedia.org/wiki/Masud_I._von_Ghazni;;;;;;;;;;;x
W_L_144128;http://en.wikipedia.org/wiki/Mawdud_of_Ghazni;;;;;;;;;;;;;x
W_L_144132;http://en.wikipedia.org/wiki/Farrukh-Zad_of_Ghazna;;;;;;;;;;;;;x
W_L_144133;http://en.wikipedia.org/wiki/Ibrahim_of_Ghazna;;;;;;;;;;;;;x
W_L_144136;http://en.wikipedia.org/wiki/Arslan-Shah_of_Ghazna;;;;;;;;;;;;;x
W_L_144137;http://en.wikipedia.org/wiki/Bahram-Shah_of_Ghazna;;;;;;;;;;;;;x
W_L_144139;http://en.wikipedia.org/wiki/Khusrau_Malik;;;;;;;;;;;;;x
W_L_1232155;http://en.wikipedia.org/wiki/Katakalon_Kekaumenos;;;;;;;;;;;;;x
W_L_232507;http://en.wikipedia.org/wiki/John_Axouch;;;;;;;;;;;;;x
W_L_1781;http://en.wikipedia.org/wiki/John_Doukas_(megas_doux);;;;;;;;;;;;;x
W_L_1232152;http://en.wikipedia.org/wiki/Michael_Maurex;;;;;;;;;;;;;x
W_L_1232126;http://en.wikipedia.org/wiki/Andrew_the_Scythian;;;;;;;;;;;;;x
W_L_1232127;http://en.wikipedia.org/wiki/Christopher_(Domestic_of_the_Schools);;;;;;;;;;;;;x
W_L_1232100;http://en.wikipedia.org/wiki/Karbeas;;;;;;;;;;;;;x
W_L_1232103;http://en.wikipedia.org/wiki/Chrysocheir;;;;;;;;;;;;;x
W_L_1232110;http://en.wikipedia.org/wiki/Gregoras_Iberitzes;;;;;;;;;;;;;x
W_L_1232112;http://en.wikipedia.org/wiki/Stylianos_Zaoutzes;;;;;;;;;;;;;x
W_L_1232114;http://en.wikipedia.org/wiki/Zoe_Zaoutzaina;;;;;;;;;;;;;x
W_L_1232119;http://en.wikipedia.org/wiki/Leo_Apostyppes;;;;;;;;;;;;;x
W_L_1232123;http://en.wikipedia.org/wiki/Nasar;;;;;;;;;;;;;x
W_L_1232129;http://en.wikipedia.org/wiki/Kesta_Styppiotes;;;;;;;;;;;;;x
W_L_1232149;http://en.wikipedia.org/wiki/Basil_Apokapes;;;;;;;;;;;;;x
W_L_1232161;http://en.wikipedia.org/wiki/Nikoulitzas_Delphinas;;;;;;;;;;;;;x
W_L_1232289;http://en.wikipedia.org/wiki/Constantine_Arianites;;;;;;;;;;;;;x
W_L_724;http://en.wikipedia.org/wiki/Alusian_of_Bulgaria;;;;;;;;;;;;;x
W_L_20486;http://en.wikipedia.org/wiki/Aaronios;;;;;;;;;;;;;x
W_L_1232157;http://en.wikipedia.org/wiki/Manuel_Boutoumites;;;;;;;;;;;;;x
W_L_85000;http://en.wikipedia.org/wiki/Tatikios;;;;;;;;;;;;;x
W_L_34343;http://en.wikipedia.org/wiki/Constantine_Euphorbenos_Katakalon;;;;;;;;;;;;;x
W_L_1232196;http://en.wikipedia.org/wiki/Constantine_Opos_(megas_doux);;;;;;;;;;;;;x
W_L_34348;http://en.wikipedia.org/wiki/Eumathios_Philokales;;;;;;;;;;;;;x
W_L_231057;http://en.wikipedia.org/wiki/John_Rogerios_Dalassenos;;;;;;;;;;;;;x
W_L_1227400;http://en.wikipedia.org/wiki/Robert_Crispin;;;;;;;;;;;;;x
